date,year,doy,DOR,solar rad kW-hr/m2,wind speed m/s,wind dir. Deg.,wind gust m/s,air temp ave. deg. C ,air temp max deg. C,air temp min deg. C,relative humidity ave. %,relative humidity max %,relative humidity min %,ASCE Et. Total mm,Penman Et. Total mm,Growing Degree Days 40,Growing Degree Days 50,Precip total mm
08/22/16,2016,235,600,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/23/16,2016,236,601,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/24/16,2016,237,602,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/25/16,2016,238,603,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/26/16,2016,239,604,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/27/16,2016,240,605,2.57,2.26,286,8.07,18.2,24.8,11,67,88,47,2.41,4.1,617,363,0
08/28/16,2016,241,606,6.569,1.79,278,7.77,17.9,29.5,8.8,69,95,37,4.59,6.65,671,417,0
08/29/16,2016,242,607,6.669,1.8,276,8.82,20.3,35.4,8.9,62,96,24,5.64,8.05,808,554,0
08/30/16,2016,243,608,6.601,2.02,269,10,21.9,35.7,11.7,53,83,22,5.95,8.44,879,625,0
08/31/16,2016,244,609,6.618,2,256,8.59,18.9,30,9.6,63,88,33,4.93,7.11,703,449,0
09/01/16,2016,245,610,6.674,1.8,278,8.59,17.2,28.8,8,70,97,37,4.56,6.55,639,385,0
09/02/16,2016,246,611,6.396,1.9,295,8.43,16.7,29,9.1,74,100,34,4.51,6.42,668,414,0
09/03/16,2016,247,612,6.259,2.37,294,9.87,15.3,25.2,8.9,78,100,42,4.06,5.65,576,322,0
09/04/16,2016,248,613,6.371,2.7,282,13.23,15.5,22,10.9,70,90,38,4.09,5.13,550,296,0
09/05/16,2016,249,614,6.277,2.03,241,9.47,16,24.8,8.7,69,91,40,3.98,5.77,562,308,0
09/06/16,2016,250,615,6.389,1.83,283,9.44,18.7,30.4,7.8,57,96,29,4.73,6.77,670,416,0
09/07/16,2016,251,616,6.396,1.73,266,7.51,21.2,31.5,12.4,51,88,24,4.93,6.71,800,546,0
09/08/16,2016,252,617,6.023,1.97,292,8.85,18.9,28.6,12,72,95,40,4.22,6.08,726,472,0
09/09/16,2016,253,618,6.142,1.67,285,7.9,18.2,29.5,10,71,95,39,4.21,6.08,700,446,0
09/10/16,2016,254,619,6.259,1.55,252,7.12,18.9,31.4,9.8,66,94,26,4.6,6.41,739,485,0
09/11/16,2016,255,620,6.216,1.57,307,7.55,17.2,28.4,8.3,69,96,35,4.11,5.85,634,380,0
09/12/16,2016,256,621,5.522,2.03,284,8.88,15.1,22,9.5,81,100,56,2.95,4.53,515,261,0
09/13/16,2016,257,622,0,1.12,270,3.2,12.7,13.2,12.2,90,94,86,0.18,0.48,376,122,0
09/14/16,2016,258,623,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/15/16,2016,259,624,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/16/16,2016,260,625,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/17/16,2016,261,626,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/18/16,2016,262,627,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/19/16,2016,263,628,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/20/16,2016,264,629,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/21/16,2016,265,630,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/22/16,2016,266,631,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/23/16,2016,267,632,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/24/16,2016,268,633,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/25/16,2016,269,634,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/26/16,2016,270,635,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/27/16,2016,271,636,3.436,2.19,281,10.81,28.3,38.6,17.4,21,37,9,4.6,7.98,1077,823,0
09/28/16,2016,272,637,5.373,1.59,262,8.36,23.3,32.7,16,36,60,21,4.34,6.34,910,656,0
09/29/16,2016,273,638,5.275,1.49,278,8.59,23.4,32.3,16.2,44,63,25,4.08,6.01,906,652,0
09/30/16,2016,274,639,5.316,1.61,280,8.1,19.1,30.3,9.1,54,84,25,3.93,5.8,698,444,0
10/01/16,2016,275,640,5.426,1.55,296,8.33,15.5,27.8,6.6,63,94,26,3.65,5.26,583,329,0
10/02/16,2016,276,641,5.435,2.77,307,13.29,12.8,22.4,4.5,73,95,32,3.69,4.82,411,157,0
10/03/16,2016,277,642,5.201,3.18,303,12.9,14.4,25.1,5.7,63,99,20,4.47,5.14,502,248,0
10/04/16,2016,278,643,5.272,2.29,305,13,13.8,24.9,5.1,65,93,29,3.74,5.26,481,227,0
10/05/16,2016,279,644,5.297,2.79,341,12.41,16.8,26.9,5.8,55,100,18,4.58,5.51,545,291,0
10/06/16,2016,280,645,5.325,1.63,272,10.91,18.3,28.5,8.2,34,56,9,4.04,5.84,636,382,0
10/07/16,2016,281,646,4.285,1.5,283,8.33,21,31.4,11.7,24,47,9,3.41,5.78,782,528,0
10/08/16,2016,282,647,5.206,1.42,254,7.38,21.8,32.3,13.6,19,32,8,4.03,6.16,847,593,0
10/09/16,2016,283,648,5.02,1.44,284,8.27,20,31,11.5,33,65,14,3.77,5.58,769,515,0
10/10/16,2016,284,649,4.297,1.54,252,8.43,17.9,29.2,9.1,54,89,24,3.06,4.88,672,418,0
10/11/16,2016,285,650,4.67,1.72,294,7.25,14.6,23.7,7.5,74,92,46,2.65,4.26,511,257,0
10/12/16,2016,286,651,4.866,1.98,291,9.21,13.3,22,5.6,78,98,49,2.64,4.24,429,175,0
10/13/16,2016,287,652,4.4,1.8,312,8.65,14.8,24.9,6.5,75,100,38,2.71,4.36,513,259,0
10/14/16,2016,288,653,4.376,1.9,300,10.45,13.9,24.1,6.1,81,100,33,2.76,4.33,486,232,0
10/15/16,2016,289,654,3.328,1.84,294,8.78,17.1,23.3,10.9,87,98,62,1.75,3.37,579,325,3.81
10/16/16,2016,290,655,3.004,1.58,196,8.23,17.2,20.8,15,86,100,55,1.61,2.26,615,361,6.1
10/17/16,2016,291,656,4.19,2.53,301,11.92,15.9,23.3,10.2,79,100,44,2.67,3.82,564,310,1.27
10/18/16,2016,292,657,4.834,3.37,31,14.67,17.1,24.6,8.7,52,94,25,4.14,4.53,557,303,0
10/19/16,2016,293,658,4.66,1.6,269,6.37,20,30.4,11.7,39,59,18,3.65,5.5,760,506,0
10/20/16,2016,294,659,4.697,1.18,274,7.02,22,33.6,12.9,30,59,8,3.38,5.25,859,605,0
10/21/16,2016,295,660,4.649,1.09,268,6.76,22.1,34.4,13.4,27,47,8,3.24,5.24,888,634,0
10/22/16,2016,296,661,4.27,1.45,282,7.42,19.2,30.9,10.7,37,72,13,3.25,5.04,748,494,0
10/23/16,2016,297,662,3.637,2.63,104,11.6,18.8,28.6,10.9,37,75,11,4.06,5.14,699,445,0
10/24/16,2016,298,663,2.205,1.67,306,10.03,14.2,21.4,9.4,78,94,50,1.73,2.73,502,248,0
10/25/16,2016,299,664,4.246,1.39,296,7.94,15.4,25.4,8.4,71,97,37,2.42,3.73,569,315,0
10/26/16,2016,300,665,3.786,1.02,294,4.64,16.1,27.6,8.5,61,88,27,2.11,3.63,622,368,0
10/27/16,2016,301,666,1.921,1.47,299,12.15,17.7,27,11.4,60,96,25,2.34,3.12,674,420,2.54
10/28/16,2016,302,667,2.03,1.08,305,6.21,16,20.2,11.8,90,99,72,1.19,1.8,528,274,19.56
10/29/16,2016,303,668,3.546,1.14,275,6.04,16.9,25.5,10,81,99,43,1.97,3.13,610,356,0
10/30/16,2016,304,669,1.252,1.6,213,7.84,15.5,18.3,10.5,89,97,71,1.12,1.69,456,202,1.78
10/31/16,2016,305,670,4.035,2.62,319,11.33,13,19.5,7.9,85,100,57,2.02,3.06,422,168,0.25
11/01/16,2016,306,671,0,0.82,67,2.71,8.3,8.9,7.4,97,98,96,0.05,0.36,170,0,0
11/02/16,2016,307,672,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/03/16,2016,308,673,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/04/16,2016,309,674,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/05/16,2016,310,675,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/06/16,2016,311,676,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/07/16,2016,312,677,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/08/16,2016,313,678,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/09/16,2016,314,679,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/10/16,2016,315,680,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/11/16,2016,316,681,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/12/16,2016,317,682,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/13/16,2016,318,683,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/14/16,2016,319,684,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/15/16,2016,320,685,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/16/16,2016,321,686,3.003,3.24,347,12.61,15.1,21.4,10.9,51,96,30,3.15,2.8,535,281,0
11/17/16,2016,322,687,3.755,1.79,356,11.47,11.4,20.1,3.6,47,69,18,2.78,3.59,338,84,0
11/18/16,2016,323,688,3.831,2.77,131,13.46,14.1,23,5.6,28,59,9,4.14,4.41,451,197,0
11/19/16,2016,324,689,3.735,2.64,105,12.38,13.6,21.3,5.9,55,88,22,3.31,3.5,420,166,0
11/20/16,2016,325,690,2.541,1.85,271,9.02,11.9,19.9,5.8,77,97,37,2.19,2.7,384,130,16.51
11/21/16,2016,326,691,3.75,3.24,294,10.72,12.5,17.4,8.4,83,98,55,2.27,2.41,387,133,0.25
11/22/16,2016,327,692,3.698,1.26,306,5.88,10.6,19.1,3.5,77,100,36,2.06,2.44,312,58,0
11/23/16,2016,328,693,3.315,1.98,356,11.04,10.9,19.5,4.4,73,100,37,2.37,2.91,344,90,0
11/24/16,2016,329,694,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/25/16,2016,330,695,3.704,1.16,265,5,13.4,22.2,3.6,45,70,17,2.54,3.05,388,134,0
11/26/16,2016,331,696,1.26,0.96,316,8.98,6.8,13,2.3,82,99,48,1.14,1.25,145,0,14.22
11/27/16,2016,332,697,2.254,2.48,312,10.26,10.2,13.9,5.1,77,100,46,1.81,1.75,231,0,5.59
11/28/16,2016,333,698,2.812,3.42,321,13,10.6,15.3,4.7,66,85,52,2.24,2.45,254,1,0
11/29/16,2016,334,699,3.557,1.42,307,10.09,9.5,17.7,1.9,67,92,36,2.15,2.49,246,0,0
11/30/16,2016,335,700,3.51,1.45,306,8.88,9.1,18,4,69,95,29,2.26,2.37,300,46,0
12/01/16,2016,336,701,3.318,2.29,306,17.22,10.1,17.7,3.8,68,97,39,2.42,2.68,288,34,0
12/02/16,2016,337,702,3.5,2.28,20,11.99,9.7,17,2.8,49,73,20,2.93,3.12,249,0,0
12/03/16,2016,338,703,3.448,1.21,294,5.88,8,18.6,0.3,58,79,30,2.23,2.6,228,0,0
12/04/16,2016,339,704,3.425,1.15,299,6.17,10.8,21.3,3.7,65,97,25,2.37,2.51,367,113,0
12/05/16,2016,340,705,3.218,1.34,309,9.24,8.9,20.1,2.6,81,100,38,2.21,2.52,317,63,0
12/06/16,2016,341,706,3.178,1.72,300,10.35,8.1,16.6,1.5,80,100,38,2.12,2.37,210,0,0.25
12/07/16,2016,342,707,2.539,1.14,308,6.14,6.9,14.1,0.6,77,98,38,1.64,1.69,134,0,0
12/08/16,2016,343,708,1.62,0.87,317,4.38,11.9,17.7,5.7,78,98,49,1.4,1.51,333,79,0.25
12/09/16,2016,344,709,2.376,1.86,304,8.98,14.7,20.2,11.8,92,100,66,1.8,1.98,528,274,5.59
12/10/16,2016,345,710,2.829,2.68,288,8.88,14.3,20.1,9.7,90,100,66,2.04,2.36,477,223,0.25
12/11/16,2016,346,711,0.916,1.31,261,7.35,13.6,15.9,11.7,95,100,86,0.72,0.88,427,173,0
12/12/16,2016,347,712,2.282,1.42,341,7.35,12.5,18.8,8.8,89,100,58,1.74,1.81,428,174,0
12/13/16,2016,348,713,3.001,1.38,303,8.92,11.2,20.5,6.3,79,100,45,2.18,2.3,409,155,0
12/14/16,2016,349,714,3.014,1.03,294,5.62,11.8,20.9,5.8,82,100,52,1.99,2.13,409,155,0
12/15/16,2016,350,715,0.644,2.38,121,11.82,12.2,16.5,9.5,89,100,53,1.28,1.36,391,137,16.76
12/16/16,2016,351,716,2.521,3.64,304,10.97,9.9,13.6,6.5,76,96,53,2.06,1.66,257,3,5.33
12/17/16,2016,352,717,3.42,2.5,329,9.44,6,13.2,-1.5,57,87,25,2.57,2.5,66,0,0
12/18/16,2016,353,718,3.454,1.06,299,5.68,4.9,15.9,-3.4,61,89,21,2.15,2.14,83,0,0
12/19/16,2016,354,719,3.489,1.03,296,5.2,7.9,19,0.2,50,79,19,2.42,2.4,236,0,0
12/20/16,2016,355,720,3.507,0.8,315,5.13,11.6,23.9,2.9,35,59,11,2.65,2.7,410,156,0
12/21/16,2016,356,721,1.364,1.18,309,6.43,14.2,20.6,9.2,43,65,23,2.13,2.4,478,224,0.25
12/22/16,2016,357,722,3.194,1.35,308,6.83,11.4,19.5,5,64,90,43,2.32,2.4,357,103,0
12/23/16,2016,358,723,0.588,3.35,135,12.02,10,13.9,5.1,83,98,57,1.32,1.52,231,0,33.53
12/24/16,2016,359,724,2.846,3.88,307,10.78,7,10.6,4.4,68,88,45,2.24,1.66,138,0,0
12/25/16,2016,360,725,2.686,1.12,43,5.16,5.1,11.2,-2.2,64,95,27,1.72,1.55,3,0,0
12/26/16,2016,361,726,2.028,1.37,309,6.4,7.8,14.6,2.6,55,79,30,1.97,2,192,0,0
12/27/16,2016,362,727,3.067,1.01,322,4.97,8.3,20,0.8,60,82,30,2.3,2.42,271,17,0
12/28/16,2016,363,728,1666.667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12/29/16,2016,364,729,0.449,1.18,314,5.23,15.5,24.4,10,44,61,23,1.78,2.85,583,329,0
12/30/16,2016,365,730,0.899,1.4,266,8.23,13,17.4,10,79,98,48,1.26,1.3,423,169,1.02
12/31/16,2016,366,731,0.918,1.49,314,9.93,7.7,11.3,2.9,90,100,67,0.83,1.16,122,0,2.29
01/01/17,2017,1,732,3.236,2.15,302,10.88,5.7,10.8,-0.3,83,98,66,1.61,1.87,38,0,0.25
01/02/17,2017,2,733,1.209,1.15,298,7.8,7.5,11.8,4.4,84,94,66,0.99,1.14,167,0,0
01/03/17,2017,3,734,1.753,2.11,114,8.78,9.7,13.8,5.2,76,91,60,1.62,1.86,230,0,0
01/04/17,2017,4,735,0.416,2.94,120,8.78,12.6,13.5,11.8,84,99,71,0.8,0.6,376,122,8.13
01/05/17,2017,5,736,2.132,1.88,306,8.69,12,16,6,91,100,72,1.52,1.87,300,46,4.83
01/06/17,2017,6,737,3.233,1.27,63,6.08,9.8,17.6,1.6,69,100,24,2.44,2.21,235,0,0.76
01/07/17,2017,7,738,0.42,4.15,113,12.87,13.6,17.6,9.6,72,88,50,1.99,1.9,419,165,22.1
01/08/17,2017,8,739,1.66,5.41,129,14.96,17.4,19.8,11,46,93,32,3.69,2.18,502,248,22.35
01/09/17,2017,9,740,2.436,1.41,299,11.2,12.7,16.2,8,84,99,49,1.92,1.62,351,97,14.99
01/10/17,2017,10,741,1.514,1.18,146,5.29,11.6,14.4,8.3,92,99,76,1.13,1.14,315,61,7.11
01/11/17,2017,11,742,1.981,1.45,275,6.53,12.1,14.8,10,86,100,62,1.58,1.21,365,111,10.67
01/12/17,2017,12,743,1.663,1.62,289,8.59,8.7,12.1,1.1,88,97,71,1.19,1.64,100,0,7.87
01/13/17,2017,13,744,3.363,2.8,354,17.93,6.7,13.1,-0.1,73,99,38,2.43,2.25,95,0,0
01/14/17,2017,14,745,3.582,1.88,335,9.67,9.5,20.9,2.3,67,98,20,3.3,3.31,328,74,0
01/15/17,2017,15,746,3.361,0.92,298,5.49,7.3,14.8,1.4,81,99,47,1.97,1.76,168,0,0
01/16/17,2017,16,747,3.624,1.02,305,5.75,8.5,17.2,2.5,79,96,43,2.27,2.11,247,0,0.25
01/17/17,2017,17,748,3.401,1.07,295,6.47,9.5,17.8,3.4,70,93,38,2.33,2.19,281,27,0
01/18/17,2017,18,749,1.157,2.73,101,12.45,9,13.3,3.3,76,89,63,1.38,1.95,176,0,3.56
01/19/17,2017,19,750,2.45,1.77,301,10.58,10.2,13.8,7,86,99,61,1.74,1.58,272,18,6.1
01/20/17,2017,20,751,1.118,2.48,343,12.35,8.2,10.7,5.2,90,97,74,0.97,1.2,160,0,39.12
01/21/17,2017,21,752,2.615,2.41,274,12.08,9,12.3,5,79,98,58,1.83,1.7,190,0,4.57
01/22/17,2017,22,753,0.638,5.64,129,17.74,9.9,13.3,7.5,86,98,74,1.09,1.21,271,17,35.81
01/23/17,2017,23,754,1.773,1.81,305,8.03,6.5,9.1,2.7,88,95,74,1.14,1.31,67,0,10.92
01/24/17,2017,24,755,3.164,1.41,305,5.49,5.4,11.1,0,79,100,54,1.76,1.72,51,0,0.76
01/25/17,2017,25,756,3.981,1.39,306,5.95,5.5,13.5,-1.6,71,94,27,2.44,2.29,70,0,0
01/26/17,2017,26,757,3.965,1.53,324,8.3,6.3,15.6,-1.5,65,96,25,2.69,2.65,120,0,0
01/27/17,2017,27,758,4.044,1.32,310,6.24,6.9,15.2,0.3,62,85,32,2.56,2.5,150,0,0
01/28/17,2017,28,759,4.173,0.95,297,4.64,10.6,21.5,1.9,54,84,21,3,2.91,333,79,0
01/29/17,2017,29,760,4.22,1.08,293,5.75,12.6,24.2,3.6,47,70,17,3.45,3.5,433,179,0
01/30/17,2017,30,761,4.251,0.95,293,5.49,14,24.3,6.9,43,63,21,3.36,3.32,508,254,0
01/31/17,2017,31,762,4.212,0.93,256,5.62,13.3,22.9,7,50,64,21,3.24,3.14,479,225,0
02/01/17,2017,32,763,3.888,2.98,160,10.88,12.2,19.2,5.4,47,85,27,3.77,3.44,359,105,0
02/02/17,2017,33,764,1.203,3.28,119,10.09,13.1,15.9,10.1,71,90,45,2.11,1.76,391,137,1.02
02/03/17,2017,34,765,2.134,1.68,169,7.25,13.7,16.7,10.4,90,99,74,1.63,1.69,415,161,5.84
02/04/17,2017,35,766,3.698,2.1,292,10.65,11.9,16.5,6.8,91,100,64,2.3,2.51,329,75,0.25
02/05/17,2017,36,767,1.778,2.23,128,10.26,10.5,14.2,5.9,90,100,76,1.3,1.76,257,3,6.35
02/06/17,2017,37,768,2.168,2.26,149,8.82,13.7,17.6,10.7,82,97,59,2.05,2,444,190,15.24
02/07/17,2017,38,769,0.556,1.34,137,6.86,14.4,15,13.3,93,100,67,0.71,0.59,445,191,16
02/08/17,2017,39,770,2.203,1.05,244,4.67,16.2,20.2,13.8,93,100,79,1.7,1.67,573,319,1.27
02/09/17,2017,40,771,3.704,1.42,279,7.18,15.6,21.4,11.7,90,100,66,2.58,2.65,551,297,0
02/10/17,2017,41,772,0.647,1.2,236,6.57,13.5,14.6,11.7,96,100,87,0.53,0.73,398,144,22.35
02/11/17,2017,42,773,2.29,3.42,287,9.57,10.7,13.3,7.5,83,99,56,2.01,1.66,274,19,2.29
02/12/17,2017,43,774,4.546,1.81,315,13.52,11.3,19.9,3.9,74,97,49,3.05,3.55,340,86,0
02/13/17,2017,44,775,4.36,1.39,285,6.83,11.6,20.2,4.5,79,97,50,2.89,3.19,360,106,0
02/14/17,2017,45,776,4.267,1.28,288,5.62,13.3,22.2,6.7,79,100,41,3.11,3.23,459,205,0
02/15/17,2017,46,777,4.296,1.07,317,5.91,14.9,24.9,8.1,63,96,20,3.51,3.43,552,298,0
02/16/17,2017,47,778,1.34,1.38,325,7.58,10.9,14.3,5.4,80,98,55,1.29,1.53,248,0,7.62
02/17/17,2017,48,779,0.156,5.09,133,18.91,11.2,12.9,10,92,99,83,0.58,0.71,320,66,68.58
02/18/17,2017,49,780,1.643,2.58,293,10.26,9.2,11.1,7.4,96,99,91,0.92,1.21,221,0,8.13
02/19/17,2017,50,781,2.065,1.76,121,8.1,9.5,13.3,5.7,90,99,67,1.53,1.72,230,0,10.41
02/20/17,2017,51,782,1.966,4.39,125,10.75,13.1,15.4,10.6,84,94,76,1.68,1.78,390,136,2.79
02/21/17,2017,52,783,2.452,2.7,148,9.77,13.5,17.6,6.8,81,95,66,2.06,2.66,357,103,1.02
02/22/17,2017,53,784,2.113,1.86,321,8.27,8.2,14.2,4.4,82,97,50,1.86,2.08,224,0,0
02/23/17,2017,54,785,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
02/24/17,2017,55,786,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
02/25/17,2017,56,787,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
02/26/17,2017,57,788,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
02/27/17,2017,58,789,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
02/28/17,2017,59,790,1666.667,-9999,-9999,-999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
